City,Product Type,Trip or Order Status,Request Time,Begin Trip Time,Begin Trip Lat,Begin Trip Lng,Begin Trip Address,Dropoff Time,Dropoff Lat,Dropoff Lng,Dropoff Address,Distance (miles),Fare Amount,Fare Currency
Pune,UberGo,COMPLETED,2020-01-18 10:18:50 +0000 UTC,2020-01-18 10:26:42 +0000 UTC,18.5442601,73.7820294,"Shop No.4 Aditi Samrudhi Mall, Main Baner Road,Chidanand Society, Sus Ln, Pashan, Pune, Maharashtra 411021, India",2020-01-18 10:40:59 +0000 UTC,18.5412827,73.7274234,"College Entrance, Maharashtra 412115, India",4.59,127.77,INR
Pune,UberGo,COMPLETED,2020-01-18 05:36:58 +0000 UTC,2020-01-18 05:47:23 +0000 UTC,18.5423825,73.7281528,"C/o,Symbiosis Center for Entrepreneurship and Innovation 3rd floor Symbiosis Institute of Technology, Maharashtra 412115, India",2020-01-18 06:28:11 +0000 UTC,18.5230637,73.8171461,"ARAI Company Rd, Rambaug Colony, Kothrud, Pune, Maharashtra 411016, India",12.10,376.31,INR
Pune,UberGo,CANCELED,2020-01-18 05:36:39 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,,0.00,0,INR
Pune,UberAuto,CANCELED,2020-01-18 02:38:14 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,,0.00,0,INR
Pune,,UNFULFILLED,2020-01-17 15:02:37 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,,0.00,0,INR
Pune,UberAuto,CANCELED,2020-01-17 15:00:04 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,,0.00,0,INR
Pune,UberAuto,DRIVER_CANCELED,2020-01-17 14:56:39 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,18.5753321,73.7688546,"B103, GINI VIVIANA, behind MITCON Institute, Laxman Nagar, Balewadi, Pune, Maharashtra 411045, India",1970-01-01 00:00:00 +0000 UTC,18.57533209229523,73.7688545504212,"B103, GINI VIVIANA, behind MITCON Institute, Laxman Nagar, Balewadi, Pune, Maharashtra 411045, India",0.00,0,INR
Pune,UberAuto,CANCELED,2020-01-17 14:53:47 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,,0.00,0,INR
Pune,UberAuto,COMPLETED,2020-01-17 13:43:52 +0000 UTC,2020-01-17 13:49:20 +0000 UTC,18.5766544,73.7735269,"44, SR NO.44/12/1, Radha Krishna Hostel, Newar K Square, near SBI Bank, Balewadi, Pune, Maharashtra 411045, India",2020-01-17 13:55:02 +0000 UTC,18.5716749,73.7691801,"BUILDING-A, Sadfulee Housing Society, लक्ष्मण नगर, बाणेर, पुणे, महाराष्ट्र 411045, India",1.17,40.1,INR
Pune,,UNFULFILLED,2020-01-17 13:38:31 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,,0.00,0,INR
Pune,UberAuto,CANCELED,2020-01-17 13:34:56 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,18.572288,73.77488,"BALEWADI HIGH STREET BEHIND BHARATI VIDYAPITH ENGLISH MEDIUM SCHOOL, Baner, Pune, Maharashtra 411045, India",1970-01-01 00:00:00 +0000 UTC,18.5722681,73.7748976,"BALEWADI HIGH STREET BEHIND BHARATI VIDYAPITH ENGLISH MEDIUM SCHOOL, Baner, Pune, Maharashtra 411045, India",0.00,0,INR
Pune,UberAuto,CANCELED,2020-01-17 13:19:47 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,,0.00,0,INR
Pune,,UNFULFILLED,2020-01-17 13:13:37 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,,0.00,0,INR
Pune,UberAuto,CANCELED,2020-01-15 14:31:51 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,18.5835503,73.7604813,"NH 48, Patil Nagar, Balewadi, Pune, Maharashtra 411045, India",1970-01-01 00:00:00 +0000 UTC,18.58275545793886,73.76076814677998,"NH 48, Patil Nagar, Balewadi, Pune, Maharashtra 411045, India",0.00,0,INR
Pune,UberAuto,COMPLETED,2020-01-15 13:59:28 +0000 UTC,2020-01-15 14:07:06 +0000 UTC,18.5766229,73.7734786,"44, SR NO.44/12/1, Radha Krishna Hostel, Newar K Square, near SBI Bank, Balewadi, Pune, Maharashtra 411045, India",2020-01-15 14:12:40 +0000 UTC,18.5773451,73.7648292,"31, Balewadi, Pune, Maharashtra 411045, India",1.01,34.33,INR
Pune,UberAuto,COMPLETED,2020-01-15 07:21:49 +0000 UTC,2020-01-15 07:33:29 +0000 UTC,18.57676,73.7735096,"2/1/36, Samarth Ln, Balewadi Gaon, Balewadi, Pune, Maharashtra 411045, India",2020-01-15 07:40:56 +0000 UTC,18.5582884,73.7727682,"92/1P, Baner, puna, Maharashtra 411045, India",1.65,45.13,INR
Pune,UberGo,COMPLETED,2020-01-15 05:45:17 +0000 UTC,2020-01-15 05:48:21 +0000 UTC,18.5114771,73.8371423,"GR6P+HVG, Karve Rd, near Garware Collage, Khilarewadi, Erandwane, Pune, Maharashtra 411004, India",2020-01-15 06:25:50 +0000 UTC,18.5766157,73.7735869,"44, SR NO.44/12/1, Radha Krishna Hostel, Newar K Square, near SBI Bank, Balewadi, Pune, Maharashtra 411045, India",10.72,214.94,INR
Pune,UberGo,COMPLETED,2020-01-15 04:14:18 +0000 UTC,2020-01-15 04:20:11 +0000 UTC,18.5765994,73.7735543,"44, SR NO.44/12/1, Radha Krishna Hostel, Newar K Square, near SBI Bank, Balewadi, Pune, Maharashtra 411045, India",2020-01-15 05:04:32 +0000 UTC,18.5137098,73.8361528,"34/4, Prabhat Rd Sai Krupa, 411004, Abhiman Society, Kachare Colony, Erandwane, Pune, Maharashtra 411004, India",11.05,259.43,INR
Pune,,UNFULFILLED,2020-01-14 13:21:17 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,,0.00,0,INR
Pune,UberAuto,CANCELED,2020-01-14 13:18:28 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,,0.00,0,INR
Pune,UberAuto,COMPLETED,2020-01-14 12:38:37 +0000 UTC,2020-01-14 12:47:08 +0000 UTC,18.5765525,73.7735413,"44, SR NO.44/12/1, Radha Krishna Hostel, Newar K Square, near SBI Bank, Balewadi, Pune, Maharashtra 411045, India",2020-01-14 12:51:16 +0000 UTC,18.5734759,73.7808162,"6/5/3, Old Baner-Balewadi Rd, Laxmi Nagar, Baner, Pune, Maharashtra 411045, India",0.70,33.44,INR
Pune,UberAuto,CANCELED,2020-01-14 12:33:08 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,,0.00,0,INR
Pune,,UNFULFILLED,2020-01-14 12:29:27 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,,0.00,0,INR
Pune,UberAuto,COMPLETED,2020-01-12 06:29:42 +0000 UTC,2020-01-12 06:36:08 +0000 UTC,18.5622633,73.8074154,"Shop No 8,Kumar Classic Apartment,, Opposite Westend Mall, Aundh, Ward No. 8, Aundh Gaon, Aundh, Pune, Maharashtra 411007, India",2020-01-12 06:50:16 +0000 UTC,18.5765453,73.7735658,"44, SR NO.44/12/1, Radha Krishna Hostel, Newar K Square, near SBI Bank, Balewadi, Pune, Maharashtra 411045, India",3.31,71.03,INR
Pune,UberGo,COMPLETED,2020-01-11 12:38:16 +0000 UTC,2020-01-11 12:50:37 +0000 UTC,18.5136821,73.8562514,"No. 892, Near Panch Mukhi Maruti Mandir, Tulshibaug, Budhwar Peth, Pune, Maharashtra 411002, India",2020-01-11 13:42:46 +0000 UTC,18.5813953,73.7829143,"Water'sEdge -E -1 204 Building, Gulmohar Park Rd, Brahmavrind Housing Society, Ingawale Nagar, Pimple Nilakh, Pimpri-Chinchwad, Maharashtra 411027, India",7.99,278.16,INR
Pune,UberAuto,CANCELED,2020-01-10 02:43:25 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,,0.00,0,INR
Pune,UberAuto,CANCELED,2020-01-10 02:39:50 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,,0.00,0,INR
Pune,,UNFULFILLED,2020-01-10 02:31:06 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,,0.00,0,INR
Pune,UberAuto,COMPLETED,2020-01-06 10:48:22 +0000 UTC,2020-01-06 10:55:24 +0000 UTC,18.5665456,73.7825814,"Chakankar Mala, Prathamesh Park, Baner, Pune, Maharashtra 411045, India",2020-01-06 11:02:55 +0000 UTC,18.5763086,73.7732011,"Balewadi Rd, Balewadi, Pune, Maharashtra 411045, India",1.33,31.9,INR
Pune,UberAuto,CANCELED,2020-01-06 10:44:57 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,,0.00,0,INR
Pune,UberAuto,COMPLETED,2020-01-06 10:09:48 +0000 UTC,2020-01-06 10:17:37 +0000 UTC,18.5764631,73.7735841,"44, SR NO.44/12/1, Radha Krishna Hostel, Newar K Square, near SBI Bank, Balewadi, Pune, Maharashtra 411045, India",2020-01-06 10:23:30 +0000 UTC,18.5649033,73.7825602,"3, Baner - Balewadi Rd, Balewadi Phata, Baner, Pune, Maharashtra 411045, India",1.29,25.67,INR
Pune,UberAuto,CANCELED,2020-01-03 13:52:37 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,18.5753483,73.7635735,"4th floor Look well beauty salon, neev capital NH-4, behind MITCON college, Balewadi, Pune, Maharashtra 411045, India",1970-01-01 00:00:00 +0000 UTC,18.57695197919687,73.76484548818462,"Echinus Court, S. No. 29/7, near, mitcon Balewadi, Balewadi, Pune, Maharashtra 411045, India",0.00,0,INR
Pune,UberAuto,CANCELED,2020-01-03 12:35:48 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,,0.00,0,INR
Pune,UberAuto,CANCELED,2020-01-03 12:32:55 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,,0.00,0,INR
Pune,UberAuto,COMPLETED,2020-01-03 08:58:41 +0000 UTC,2020-01-03 09:03:15 +0000 UTC,18.5765912,73.7735578,"44, SR NO.44/12/1, Radha Krishna Hostel, Newar K Square, near SBI Bank, Balewadi, Pune, Maharashtra 411045, India",2020-01-03 09:09:51 +0000 UTC,18.5647242,73.7825983,"34, Baner - Balewadi Rd, Balewadi Phata, Baner, Pune, Maharashtra 411045, India",1.33,25.67,INR
Pune,UberAuto,CANCELED,2020-01-03 08:54:17 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,,0.00,0,INR
Pune,UberGo,COMPLETED,2020-01-02 17:35:03 +0000 UTC,2020-01-02 18:06:19 +0000 UTC,18.576468,73.7735403,"44, SR NO.44/12/1, Radha Krishna Hostel, Newar K Square, near SBI Bank, Balewadi, Pune, Maharashtra 411045, India",2020-01-02 18:40:30 +0000 UTC,18.5789683,73.9081367,"New Airport Rd, Pune International Airport Area, Sanjay Park, Pune, Maharashtra 411014, India",12.58,289.15,INR
Pune,UberGo,CANCELED,2020-01-02 16:25:28 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,18.5767834,73.7734217,"401,Golden Castle, Balewadi, Pune, Maharashtra 411045, India",1970-01-01 00:00:00 +0000 UTC,18.5767834,73.7734217,"401,Golden Castle, Balewadi, Pune, Maharashtra 411045, India",0.00,0,INR
Pune,UberAuto,CANCELED,2020-01-02 12:32:31 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,,0.00,0,INR
Pune,UberAuto,COMPLETED,2020-01-02 11:57:06 +0000 UTC,2020-01-02 12:05:07 +0000 UTC,18.5766219,73.7735115,"44, SR NO.44/12/1, Radha Krishna Hostel, Newar K Square, near SBI Bank, Balewadi, Pune, Maharashtra 411045, India",2020-01-02 12:07:56 +0000 UTC,18.5738155,73.7762642,"Balewadi Gaon, Balewadi, Pune, Maharashtra 411045, India",0.38,30.44,INR
Pune,UberAuto,COMPLETED,2019-12-31 11:29:32 +0000 UTC,2019-12-31 11:38:30 +0000 UTC,18.5765023,73.7735718,"44, SR NO.44/12/1, Radha Krishna Hostel, Newar K Square, near SBI Bank, Balewadi, Pune, Maharashtra 411045, India",2019-12-31 11:47:35 +0000 UTC,18.5617598,73.7918048,"Baner, Maharashtra 411045, India",1.99,40.02,INR
Pune,UberAuto,COMPLETED,2019-12-31 10:19:06 +0000 UTC,2019-12-31 10:25:25 +0000 UTC,18.566445,73.782575,"Chakankar mala, HQ8M+H28, Baner - Balewadi Rd, Chakankar Mala, Prathamesh Park, Baner, Pune, Maharashtra 411045, India",2019-12-31 10:34:14 +0000 UTC,18.5765083,73.773425,"44, SR NO.44/12/1, Radha Krishna Hostel, Newar K Square, near SBI Bank, Balewadi, Pune, Maharashtra 411045, India",1.30,22.55,INR
Pune,UberAuto,DRIVER_CANCELED,2019-12-31 10:03:29 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,18.5623378,73.7840285,"14, Prachi Residency, Baner Road,Baner,, near Cafe Coffee Day, Baner, Pune, Maharashtra 411045, India",1970-01-01 00:00:00 +0000 UTC,18.5657486,73.7825482,"134/9, Supriya Sankul Society, Prathamesh Park, Baner, Pune, Maharashtra 411045, India",0.00,12,INR
Pune,UberAuto,COMPLETED,2019-12-31 09:27:24 +0000 UTC,2019-12-31 09:35:30 +0000 UTC,18.5766155,73.7735172,"44, SR NO.44/12/1, Radha Krishna Hostel, Newar K Square, near SBI Bank, Balewadi, Pune, Maharashtra 411045, India",2019-12-31 09:41:05 +0000 UTC,18.565141,73.7826088,"Chankar Wala, Balewada Phata, Supriya Sankul Society, Prathamesh Park, Baner, Pune, Maharashtra 411045, India",1.27,25.67,INR
Pune,UberGo,COMPLETED,2019-12-31 06:16:38 +0000 UTC,2019-12-31 06:25:08 +0000 UTC,18.5764813,73.7734519,"44, SR NO.44/12/1, Radha Krishna Hostel, Newar K Square, near SBI Bank, Balewadi, Pune, Maharashtra 411045, India",2019-12-31 06:30:29 +0000 UTC,18.5664261,73.7704658,"UNECHA ESTATE, S.NO. 110 SLASH 11, BANER MAHALUNGE ROAD, PUNE 411 045, Unecha Estate, Laxman Nagar, Baner, Pune, Maharashtra 411045, India",1.45,74.6,INR
Pune,UberGo,COMPLETED,2019-12-30 17:11:45 +0000 UTC,2019-12-30 17:17:47 +0000 UTC,18.5111217,73.794645,"149, Paud Road, Bhusari Colony, Kothrud, Pune, Maharashtra 411038, India",2019-12-30 17:40:11 +0000 UTC,18.57664,73.7735717,"44, SR NO.44/12/1, Radha Krishna Hostel, Newar K Square, near SBI Bank, Balewadi, Pune, Maharashtra 411045, India",7.66,167.41,INR
Pune,UberGo,COMPLETED,2019-12-30 11:42:48 +0000 UTC,2019-12-30 11:52:14 +0000 UTC,18.6484053,73.7805717,"179/27, panchatara Nagar, Bijali Nagar, Ganga Nagar, Akurdi, Pimpri-Chinchwad, Maharashtra 411035, India",2019-12-30 12:21:56 +0000 UTC,18.5766111,73.7735471,"44, SR NO.44/12/1, Radha Krishna Hostel, Newar K Square, near SBI Bank, Balewadi, Pune, Maharashtra 411045, India",7.56,173.48,INR
Pune,UberGo,COMPLETED,2019-12-30 08:57:07 +0000 UTC,2019-12-30 09:06:38 +0000 UTC,18.5764817,73.7736717,"44, SR NO.44/12/1, Radha Krishna Hostel, Newar K Square, near SBI Bank, Balewadi, Pune, Maharashtra 411045, India",2019-12-30 09:32:01 +0000 UTC,18.6483906,73.7806732,"Pandharkar Complex, panchatara Nagar, Bijali Nagar, Ganga Nagar, Akurdi, Pimpri-Chinchwad, Maharashtra 411035, India",8.48,312.86,INR
Pune,UberAuto,DRIVER_CANCELED,2019-12-23 09:41:31 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,18.5659257,73.7824587,"134/16, Prathamesh Park, Baner, Pune, Maharashtra 411045, India",1970-01-01 00:00:00 +0000 UTC,18.5668638,73.7823933,"Shop no.7, Motideep, Balewadi road, Baner, Chakankar Mala, Baner, Pune, Maharashtra 411045, India",0.00,12,INR
Pune,UberAuto,CANCELED,2019-12-23 09:39:04 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,,0.00,0,INR
Pune,UberAuto,CANCELED,2019-12-23 09:11:22 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,,0.00,0,INR
Pune,UberAuto,COMPLETED,2019-12-18 10:50:18 +0000 UTC,2019-12-18 10:53:10 +0000 UTC,18.5590138,73.7911111,"Baner, Pune, Maharashtra 411045, India",2019-12-18 11:03:32 +0000 UTC,18.5766576,73.7735684,"44, SR NO.44/12/1, Radha Krishna Hostel, Newar K Square, near SBI Bank, Balewadi, Pune, Maharashtra 411045, India",2.04,43.97,INR
Pune,UberAuto,COMPLETED,2019-12-18 10:12:47 +0000 UTC,2019-12-18 10:16:57 +0000 UTC,18.5299108,73.8437354,"2, 1133-2, Fergusson College Rd, Rage Path, Model Colony, Shivajinagar, Pune, Maharashtra 411016, India",2019-12-18 10:33:00 +0000 UTC,18.5590112,73.7911512,"Baner, Pune, Maharashtra 411045, India",4.24,89.14,INR
Pune,UberAuto,COMPLETED,2019-12-18 09:32:25 +0000 UTC,2019-12-18 09:40:12 +0000 UTC,18.5767089,73.7735251,"44, SR NO.44/12/1, Radha Krishna Hostel, Newar K Square, near SBI Bank, Balewadi, Pune, Maharashtra 411045, India",2019-12-18 10:09:30 +0000 UTC,18.5297805,73.8436269,"Kamal Prabha Building, Fergusson College Rd, Rage Path, Model Colony, Shivajinagar, Pune, Maharashtra 411016, India",6.62,139.04,INR
Pune,UberAuto,COMPLETED,2019-12-17 09:43:47 +0000 UTC,2019-12-17 09:50:49 +0000 UTC,18.5666685,73.7694415,"Veerbhadra Nagar, Baner, Pune, Maharashtra 411045, India",2019-12-17 09:58:39 +0000 UTC,18.5767131,73.7735609,"44, SR NO.44/12/1, Radha Krishna Hostel, Newar K Square, near SBI Bank, Balewadi, Pune, Maharashtra 411045, India",1.62,22.34,INR
Pune,UberAuto,COMPLETED,2019-12-17 09:05:04 +0000 UTC,2019-12-17 09:13:45 +0000 UTC,18.5764167,73.773525,"44, SR NO.44/12/1, Radha Krishna Hostel, Newar K Square, near SBI Bank, Balewadi, Pune, Maharashtra 411045, India",2019-12-17 09:20:18 +0000 UTC,18.5667967,73.7695333,"Laxman Nagar, Baner, Pune, Maharashtra 411045, India",1.38,21.92,INR
Pune,,UNFULFILLED,2019-12-17 08:57:55 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,,0.00,0,INR
Pune,,UNFULFILLED,2019-12-13 08:57:49 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,,0.00,0,INR
Pune,,UNFULFILLED,2019-12-13 08:53:54 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,,0.00,0,INR
Pune,UberAuto,CANCELED,2019-12-13 08:51:03 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,,0.00,0,INR
Pune,UberAuto,CANCELED,2019-12-13 08:47:58 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,,0.00,0,INR
Pune,,UNFULFILLED,2019-12-13 08:43:06 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,,0.00,0,INR
Pune,UberAuto,CANCELED,2019-12-12 09:13:26 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,,0.00,0,INR
Pune,UberAuto,CANCELED,2019-12-12 09:12:14 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,,0.00,0,INR
Pune,UberAuto,CANCELED,2019-12-12 09:08:02 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,,0.00,0,INR
Pune,UberAuto,COMPLETED,2019-12-12 08:51:36 +0000 UTC,2019-12-12 08:59:30 +0000 UTC,18.5766154,73.7735946,"44, SR NO.44/12/1, Radha Krishna Hostel, Newar K Square, near SBI Bank, Balewadi, Pune, Maharashtra 411045, India",2019-12-12 09:04:37 +0000 UTC,18.573026,73.7808917,"Baner, Maharashtra 411045, India",0.73,16.9,INR
Pune,UberAuto,COMPLETED,2019-12-11 14:13:21 +0000 UTC,2019-12-11 14:25:01 +0000 UTC,18.5448797,73.7860779,"148/3-7, Padmalay Society Rd, Krishna Kamal Society, Pashan, Pune, Maharashtra 411008, India",2019-12-11 14:46:18 +0000 UTC,18.5765788,73.7735333,"44, SR NO.44/12/1, Radha Krishna Hostel, Newar K Square, near SBI Bank, Balewadi, Pune, Maharashtra 411045, India",4.34,88.06,INR
Pune,UberAuto,COMPLETED,2019-12-11 13:36:41 +0000 UTC,2019-12-11 13:45:23 +0000 UTC,18.5766092,73.7735689,"44, SR NO.44/12/1, Radha Krishna Hostel, Newar K Square, near SBI Bank, Balewadi, Pune, Maharashtra 411045, India",2019-12-11 13:59:27 +0000 UTC,18.5450304,73.7860256,"148/1A/2A/1, Pashan, Pune, Maharashtra 411021, India",3.91,87.73,INR
Pune,UberAuto,CANCELED,2019-12-05 11:14:41 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,,0.00,0,INR
Pune,UberAuto,COMPLETED,2019-12-05 08:50:09 +0000 UTC,2019-12-05 08:53:26 +0000 UTC,18.5712858,73.7810603,"Prem Sagar Building, Baner - Balewadi Rd, Baner, Pune, Maharashtra 411045, India",2019-12-05 08:57:41 +0000 UTC,18.576516,73.7735209,"44, SR NO.44/12/1, Radha Krishna Hostel, Newar K Square, near SBI Bank, Balewadi, Pune, Maharashtra 411045, India",0.81,18.9,INR
Pune,UberAuto,CANCELED,2019-12-05 08:48:37 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,,0.00,0,INR
Pune,UberAuto,CANCELED,2019-12-05 08:46:04 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,,0.00,0,INR
Pune,UberAuto,COMPLETED,2019-12-05 08:35:04 +0000 UTC,2019-12-05 08:39:57 +0000 UTC,18.5765967,73.7735417,"44, SR NO.44/12/1, Radha Krishna Hostel, Newar K Square, near SBI Bank, Balewadi, Pune, Maharashtra 411045, India",2019-12-05 08:44:12 +0000 UTC,18.5711519,73.7810451,"Prem Sagar Building, Baner - Balewadi Rd, Baner, Pune, Maharashtra 411045, India",0.85,19.34,INR
Pune,UberAuto,CANCELED,2019-12-05 08:32:10 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,,0.00,0,INR
Pune,UberGo,CANCELED,2019-11-30 06:41:45 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,18.5362885,73.7317124,"Lavale, Maharashtra 412115, India",1970-01-01 00:00:00 +0000 UTC,18.5362885,73.7317124,"Lavale, Maharashtra 412115, India",0.00,0,INR
Pune,UberAuto,CANCELED,2019-11-29 12:10:35 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,,0.00,0,INR
Pune,UberAuto,CANCELED,2019-11-29 12:08:57 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,,0.00,0,INR
Pune,UberGo,COMPLETED,2019-11-29 03:17:27 +0000 UTC,2019-11-29 03:25:13 +0000 UTC,18.5438267,73.7834566,"Sutar Icon, Sus Ln, Sutarwadi, Pashan, Pune, Maharashtra 411021, India",2019-11-29 04:02:57 +0000 UTC,18.5412299,73.727254,"College Entrance, Maharashtra 412115, India",4.68,205.3,INR
Pune,UberAuto,CANCELED,2019-11-29 03:15:10 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,,0.00,0,INR
Pune,UberAuto,CANCELED,2019-11-25 02:54:20 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,18.5774308,73.7707413,"1, Madhuban Society Rd, Balewadi, Pune, Maharashtra 411045, India",1970-01-01 00:00:00 +0000 UTC,18.5741444,73.7728343,"43 Privet Drive, Balewadi, Pune, Maharashtra 411045, India",0.00,12,INR
Pune,UberAuto,CANCELED,2019-11-25 02:49:35 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,,0.00,0,INR
Pune,UberAuto,CANCELED,2019-11-25 02:48:05 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,,0.00,0,INR
Pune,UberAuto,CANCELED,2019-11-25 02:44:40 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,18.5740127,73.7734877,"Office No 203 Transbay Buliding, opposite CM International School, Balewadi, Pune, Maharashtra 411045, India",1970-01-01 00:00:00 +0000 UTC,18.5738267923012,73.77330992727606,"10, Balewadi Rd, Balewadi, Pune, Maharashtra 411045, India",0.00,0,INR
Pune,UberAuto,CANCELED,2019-11-25 02:42:01 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,,0.00,0,INR
Pune,UberAuto,CANCELED,2019-11-23 13:11:16 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,,0.00,0,INR
Pune,UberAuto,COMPLETED,2019-11-23 12:26:48 +0000 UTC,2019-11-23 12:30:46 +0000 UTC,18.5599773,73.7888689,"Ramrajya Building, Baner Rd, Baner Gaon, Baner, Pune, Maharashtra 411045, India",2019-11-23 12:43:26 +0000 UTC,18.5765891,73.7648723,"301, 301, Balewadi, Pune, Maharashtra 411045, India",2.44,58.84,INR
Pune,UberAuto,COMPLETED,2019-11-23 12:08:57 +0000 UTC,2019-11-23 12:14:58 +0000 UTC,18.576647,73.7735595,"44, SR NO.44/12/1, Radha Krishna Hostel, Newar K Square, near SBI Bank, Balewadi, Pune, Maharashtra 411045, India",2019-11-23 12:25:47 +0000 UTC,18.559984,73.7887812,"Baner - Mahalunge Rd, Baner, Pune, Maharashtra 411045, India",1.87,40.87,INR
Pune,UberAuto,COMPLETED,2019-11-19 12:42:25 +0000 UTC,2019-11-19 12:47:28 +0000 UTC,18.5166276,73.84184,"1251/2, Fergusson College Rd, near Champion Sports, Pulachi Wadi, Deccan Gymkhana, Pune, Maharashtra 411004, India",2019-11-19 13:29:34 +0000 UTC,18.5766097,73.7735724,"44, SR NO.44/12/1, Radha Krishna Hostel, Newar K Square, near SBI Bank, Balewadi, Pune, Maharashtra 411045, India",8.26,180.95,INR
